Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,Provider,Category,Population,Fast Food Density
4481,Sonic Drive-In 1331 Bell Road,36.04635929,-86.67683196,"1331 Bell Road, Antioch, TN, 37013",1331 Bell Road,Antioch,TN,37013,Davidson,Sonicdrivein,Food Chains,703953.0,0.000869376222560313
4323,Sonic Drive-In 2709 West State St,36.59433302,-82.21559203,"2709 West State St, Bristol, TN, 37620",2709 West State St,Bristol,TN,37620,Sullivan,Sonicdrivein,Food Chains,159265.0,0.0009606630458669514
3604,Sonic Drive-In 1108 New Highway 52,36.55280299,-86.23859702,"1108 New Highway 52, Westmoreland, TN, 37186",1108 New Highway 52,Westmoreland,TN,37186,Sumner,Sonicdrivein,Food Chains,200557.0,0.0007080281416255728
2957,Sonic Drive-In 791 Nissan Drive,35.97420998,-86.49196997,"791 Nissan Drive, Smyrna, TN, 37167",791 Nissan Drive,Smyrna,TN,37167,Rutherford,Sonicdrivein,Food Chains,352182.0,0.0008319562044624654
1193,Sonic Drive-In 444 Murfreesboro Road,36.1432247,-86.74539891,"444 Murfreesboro Road, Nashville, TN, 37210",444 Murfreesboro Road,Nashville,TN,37210,Davidson,Sonicdrivein,Food Chains,703953.0,0.000869376222560313
5363,Sonic Drive-In 3222 Cummings Highway,35.018929,-85.37127598,"3222 Cummings Highway, Chattanooga, TN, 37419",3222 Cummings Highway,Chattanooga,TN,37419,Hamilton,Sonicdrivein,Food Chains,369135.0,0.00093732645238192
4045,Sonic Drive-In 2630 S Church Street,35.79887301,-86.39924298,"2630 S Church Street, Murfreesboro, TN, 37128",2630 S Church Street,Murfreesboro,TN,37128,Rutherford,Sonicdrivein,Food Chains,352182.0,0.0008319562044624654
4446,Sonic Drive-In 7679 Highway 70 S,36.07863102,-86.95297799,"7679 Highway 70 S, Nashville, TN, 37221",7679 Highway 70 S,Nashville,TN,37221,Davidson,Sonicdrivein,Food Chains,703953.0,0.000869376222560313
6640,Sonic Drive-In 1627 New Salem Hwy,35.82331599,-86.41594602,"1627 New Salem Hwy, Murfreesboro, TN, 37128",1627 New Salem Hwy,Murfreesboro,TN,37128,Rutherford,Sonicdrivein,Food Chains,352182.0,0.0008319562044624654
3470,Sonic Drive-In 3907 Brainerd Road,35.02092499,-85.24041,"3907 Brainerd Road, Chattanooga, TN, 37411",3907 Brainerd Road,Chattanooga,TN,37411,Hamilton,Sonicdrivein,Food Chains,369135.0,0.00093732645238192
1116,Sonic Drive-In 6216 Hixson Pike,35.15296301,-85.19975802,"6216 Hixson Pike, Hixson, TN, 37343",6216 Hixson Pike,Hixson,TN,37343,Hamilton,Sonicdrivein,Food Chains,369135.0,0.00093732645238192
3591,Sonic Drive-In 5101 N Broadway,36.031832,-83.93036899,"5101 N Broadway, Knoxville, TN, 37918",5101 N Broadway,Knoxville,TN,37918,Knox,Sonicdrivein,Food Chains,486677.0,0.0008321741113716079
4770,Sonic Drive-In 4101 Mallory Lane,35.93182802,-86.82471903,"4101 Mallory Lane, Franklin, TN, 37067",4101 Mallory Lane,Franklin,TN,37067,Williamson,Sonicdrivein,Food Chains,255735.0,0.0009345611668328544
3554,Sonic Drive-In 559 East Main Street,36.32095,-86.574451,"559 East Main Street, Hendersonville, TN, 37075",559 East Main Street,Hendersonville,TN,37075,Sumner,Sonicdrivein,Food Chains,200557.0,0.0007080281416255728
2630,Sonic Drive-In 398 Harding Place,36.08076799,-86.72218598,"398 Harding Place, Nashville, TN, 37211",398 Harding Place,Nashville,TN,37211,Davidson,Sonicdrivein,Food Chains,703953.0,0.000869376222560313
3900,Sonic Drive-In 7816 Oakridge Highway,35.979649,-84.11615597,"7816 Oakridge Highway, Knoxville, TN, 37931",7816 Oakridge Highway,Knoxville,TN,37931,Knox,Sonicdrivein,Food Chains,486677.0,0.0008321741113716079
2627,Sonic Drive-In 3904 Dickerson Pike,36.270078,-86.75577998,"3904 Dickerson Pike, Nashville, TN, 37207",3904 Dickerson Pike,Nashville,TN,37207,Davidson,Sonicdrivein,Food Chains,703953.0,0.000869376222560313
4858,Sonic Drive-In 4407 Highway 58,35.08467401,-85.20271398,"4407 Highway 58, Chattanooga, TN, 37416",4407 Highway 58,Chattanooga,TN,37416,Hamilton,Sonicdrivein,Food Chains,369135.0,0.00093732645238192
2561,Sonic Drive-In 4525 Stage Road,35.205625,-89.91264997,"4525 Stage Road, Memphis, TN, 38128",4525 Stage Road,Memphis,TN,38128,Shelby,Sonicdrivein,Food Chains,924454.0,0.0007680209074761967
2319,Sonic Drive-In 10704 Kingston Pike,35.894728,-84.138379,"10704 Kingston Pike, Knoxville, TN, 37922",10704 Kingston Pike,Knoxville,TN,37922,Knox,Sonicdrivein,Food Chains,486677.0,0.0008321741113716079
6789,Sonic Drive-In 4410 Western Ave,35.972459,-83.98394897,"4410 Western Ave, Knoxville, TN, 37921",4410 Western Ave,Knoxville,TN,37921,Knox,Sonicdrivein,Food Chains,486677.0,0.0008321741113716079
6613,Sonic Drive-In 5747 Temple Road,36.046191,-86.95023602,"5747 Temple Road, Nashville, TN, 37221",5747 Temple Road,Nashville,TN,37221,Davidson,Sonicdrivein,Food Chains,703953.0,0.000869376222560313
6315,Sonic Drive-In 6101 Airline Road,35.29239601,-89.67554202,"6101 Airline Road, Arlington, TN, 38002",6101 Airline Road,Arlington,TN,38002,Shelby,Sonicdrivein,Food Chains,924454.0,0.0007680209074761967
2124,Sonic Drive-In 505 Hartsville Pike,36.39095599,-86.43549698,"505 Hartsville Pike, Gallatin, TN, 37066",505 Hartsville Pike,Gallatin,TN,37066,Sumner,Sonicdrivein,Food Chains,200557.0,0.0007080281416255728
6461,Sonic Drive-In 1129 Fortress Blvd,35.86522001,-86.46476097,"1129 Fortress Blvd, Murfreesboro, TN, 37128",1129 Fortress Blvd,Murfreesboro,TN,37128,Rutherford,Sonicdrivein,Food Chains,352182.0,0.0008319562044624654
2551,Sonic Drive-In 4009 Frayser-Raleigh Road,35.22058502,-89.92985801,"4009 Frayser-Raleigh Road, Memphis, TN, 38128",4009 Frayser-Raleigh Road,Memphis,TN,38128,Shelby,Sonicdrivein,Food Chains,924454.0,0.0007680209074761967
5434,Sonic Drive-In 1169 N. Houston Levee Road,35.15721,-89.72807501,"1169 N Houston Levee Road, Cordova, TN, 38018",1169 N Houston Levee Road,Cordova,TN,38018,Shelby,Sonicdrivein,Food Chains,924454.0,0.0007680209074761967
3223,Sonic Drive-In 262 W. Highway 72,35.034057,-89.67081404,"262 W Highway 72, Collierville, TN, 38017",262 W Highway 72,Collierville,TN,38017,Shelby,Sonicdrivein,Food Chains,924454.0,0.0007680209074761967
2064,Sonic Drive-In 2018 W. Fairview Boulevard,35.98316898,-87.11938903,"2018 W Fairview Boulevard, Fairview, TN, 37062",2018 W Fairview Boulevard,Fairview,TN,37062,Williamson,Sonicdrivein,Food Chains,255735.0,0.0009345611668328544
4110,Sonic Drive-In 1410 Robinson Road,36.25701502,-86.65641897,"1410 Robinson Road, Old Hickory, TN, 37138",1410 Robinson Road,Old Hickory,TN,37138,Davidson,Sonicdrivein,Food Chains,703953.0,0.000869376222560313
6942,Sonic Drive-In 1805 Madison St,36.51428798,-87.311415,"1805 Madison St, Clarksville, TN, 37043",1805 Madison St,Clarksville,TN,37043,Montgomery,Sonicdrivein,Food Chains,227900.0,0.0007591048705572619
4750,Sonic Drive-In 799 Team Blvd,35.980678,-86.562444,"799 Team Blvd, Smyrna, TN, 37167",799 Team Blvd,Smyrna,TN,37167,Rutherford,Sonicdrivein,Food Chains,352182.0,0.0008319562044624654
2320,Sonic Drive-In 1124 E. Stone Drive,36.552013,-82.52829301,"1124 E Stone Drive, Kingsport, TN, 37660",1124 E Stone Drive,Kingsport,TN,37660,Sullivan,Sonicdrivein,Food Chains,159265.0,0.0009606630458669514
5499,Sonic Drive-In 3829 Trenton Road,36.62188018,-87.31828847,"3829 Trenton Road, Clarksville, TN, 37040",3829 Trenton Road,Clarksville,TN,37040,Montgomery,Sonicdrivein,Food Chains,227900.0,0.0007591048705572619
4165,Sonic Drive-In 172 N Belvedere Drive,36.37620698,-86.47935101,"172 N Belvedere Drive, Gallatin, TN, 37066",172 N Belvedere Drive,Gallatin,TN,37066,Sumner,Sonicdrivein,Food Chains,200557.0,0.0007080281416255728
5715,Sonic Drive-In 1906 Charlotte Avenue,36.157725,-86.802451,"1906 Charlotte Avenue, Nashville, TN, 37203",1906 Charlotte Avenue,Nashville,TN,37203,Davidson,Sonicdrivein,Food Chains,703953.0,0.000869376222560313
3692,Sonic Drive-In 2865 South Perkins Road,35.070723,-89.906012,"2865 South Perkins Road, Memphis, TN, 38118",2865 South Perkins Road,Memphis,TN,38118,Shelby,Sonicdrivein,Food Chains,924454.0,0.0007680209074761967
3357,Sonic Drive-In 1618 Franklin Rd,35.97398698,-86.83173301,"1618 Franklin Rd, Brentwood, TN, 37027",1618 Franklin Rd,Brentwood,TN,37027,Williamson,Sonicdrivein,Food Chains,255735.0,0.0009345611668328544
4906,Sonic Drive-In 8642 Dayton Pike,35.22358901,-85.21804398,"8642 Dayton Pike, Soddy Daisy, TN, 37379",8642 Dayton Pike,Soddy Daisy,TN,37379,Hamilton,Sonicdrivein,Food Chains,369135.0,0.00093732645238192
4755,Sonic Drive-In 208 B. Wilson Pike Circle,36.03225701,-86.78458204,"208 B Wilson Pike Circle, Brentwood, TN, 37027",208 B Wilson Pike Circle,Brentwood,TN,37027,Williamson,Sonicdrivein,Food Chains,255735.0,0.0009345611668328544
3487,Sonic Drive-In 5722 Kingston Pike,35.933514,-83.99811003,"5722 Kingston Pike, Knoxville, TN, 37919",5722 Kingston Pike,Knoxville,TN,37919,Knox,Sonicdrivein,Food Chains,486677.0,0.0008321741113716079
3275,Sonic Drive-In 2787 Murfreesboro Pike (Murfreesboro Pike & Morris Gentry Bv),36.06786122,-86.63216297,"2787 Murfreesboro Pike (Murfreesboro Pike & Morris Gentry Bv), Antioch, TN, 37013",2787 Murfreesboro Pike (Murfreesboro Pike & Morris Gentry Bv),Antioch,TN,37013,Davidson,Sonicdrivein,Food Chains,703953.0,0.000869376222560313
034363,Taco Bell Hermitage,36.21560451,-86.59967284,"4442 Lebanon Road, Hermitage, TN, 37076",4442 Lebanon Road,Hermitage,TN,37076,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
009435,Taco Bell Nashville,36.1296396,-86.7140498,"990 Murfreesboro Road, Nashville, TN, 37217",990 Murfreesboro Road,Nashville,TN,37217,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
029039,Taco Bell Kingsport,36.53172336,-82.52800734,"1221 North Eastman Road, Kingsport, TN, 37664",1221 North Eastman Road,Kingsport,TN,37664,Sullivan,Taco Bell,Food Chains,159265.0,0.0009606630458669514
029007,Taco Bell Chattanooga,35.08916057,-85.18645674,"4786 Hwy 58, Chattanooga, TN, 37416",4786 Hwy 58,Chattanooga,TN,37416,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192
035143,Taco Bell Memphis,35.21689404,-89.99073748,"2183 Frayser Blvd, Memphis, TN, 38127",2183 Frayser Blvd,Memphis,TN,38127,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
040571,Taco Bell Chattanooga,35.062676,-85.137923,"3009 Silverdale Rd, Chattanooga, TN, 37421",3009 Silverdale Rd,Chattanooga,TN,37421,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192
032328,Taco Bell Memphis,35.06228589,-89.88636277,"5320 Knight Arnold Rd, Memphis, TN, 38118",5320 Knight Arnold Rd,Memphis,TN,38118,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
032310,Taco Bell Memphis,35.06810042,-89.94487524,"3569 Democrat Rd, Memphis, TN, 38118",3569 Democrat Rd,Memphis,TN,38118,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
020130,Taco Bell Nashville,36.13948557,-86.88071943,"6540 Charlotte Pike, Nashville, TN, 37209",6540 Charlotte Pike,Nashville,TN,37209,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
030252,Taco Bell Knoxville,35.90411834,-84.14302813,"401 Lovell Rd, Knoxville, TN, 37922",401 Lovell Rd,Knoxville,TN,37922,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079
004189,Taco Bell Franklin,35.91516647,-86.83089596,"1208 Murfreesboro Rd, Franklin, TN, 37064",1208 Murfreesboro Rd,Franklin,TN,37064,Williamson,Taco Bell,Food Chains,255735.0,0.0009345611668328544
034428,Taco Bell Clarksville,36.5936223,-87.2883756,"3055 Wilma Rudolph Blvd, Clarksville, TN, 37040",3055 Wilma Rudolph Blvd,Clarksville,TN,37040,Montgomery,Taco Bell,Food Chains,227900.0,0.0007591048705572619
032165,Taco Bell Kingsport,36.48073455,-82.49539867,"4409 Fort Henry Drive, Kingsport, TN, 37663",4409 Fort Henry Drive,Kingsport,TN,37663,Sullivan,Taco Bell,Food Chains,159265.0,0.0009606630458669514
036227,Taco Bell Gallatin,36.34400555,-86.52824871,"2057 Nashville Pike, Gallatin, TN, 37066",2057 Nashville Pike,Gallatin,TN,37066,Sumner,Taco Bell,Food Chains,200557.0,0.0007080281416255728
035145,Taco Bell Memphis,35.20866612,-89.89520735,"3045 Covington Pike, Memphis, TN, 38128",3045 Covington Pike,Memphis,TN,38128,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
034360,Taco Bell Lebanon,36.18399149,-86.29749469,"823 S Cumberland Street, Lebanon, TN, 37087",823 S Cumberland Street,Lebanon,TN,37087,Wilson,Taco Bell,Food Chains,151917.0,0.0008754780570969674
005389,Taco Bell Nashville,36.08728737,-86.69391043,"324 Harding Place, Nashville, TN, 37211",324 Harding Place,Nashville,TN,37211,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
034366,Taco Bell Madison,36.30375826,-86.69201962,"2100 Gallatin Pike N, Madison, TN, 37115",2100 Gallatin Pike N,Madison,TN,37115,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
035149,Taco Bell Memphis,35.03076874,-90.02476461,"4330 Elvis Presley Blvd, Memphis, TN, 38116",4330 Elvis Presley Blvd,Memphis,TN,38116,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
029053,Taco Bell Knoxville,35.92453841,-84.06710494,"8615 Walbrook Dr, Knoxville, TN, 37923",8615 Walbrook Dr,Knoxville,TN,37923,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079
029025,Taco Bell Bristol,36.57198389,-82.1931839,"1111 Volunteer Parkway, Bristol, TN, 37620",1111 Volunteer Parkway,Bristol,TN,37620,Sullivan,Taco Bell,Food Chains,159265.0,0.0009606630458669514
032309,Taco Bell Memphis,35.12491712,-90.05452931,"826 S Third, Memphis, TN, 38106",826 S Third,Memphis,TN,38106,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
029013,Taco Bell Chattanooga,35.00998233,-85.15450239,"7796 E Brainerd Rd, Chattanooga, TN, 37421",7796 E Brainerd Rd,Chattanooga,TN,37421,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192
032311,Taco Bell Memphis,35.13614864,-90.01329892,"1447 Union Ave, Memphis, TN, 38104",1447 Union Ave,Memphis,TN,38104,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
034426,Taco Bell Nashville,36.04832683,-86.71312972,"5510 Nolensville Rd, Nashville, TN, 37211",5510 Nolensville Rd,Nashville,TN,37211,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
003168,Taco Bell Nashville,36.23161413,-86.75853029,"3121 Dickerson Pike, Nashville, TN, 37207",3121 Dickerson Pike,Nashville,TN,37207,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
023043,Taco Bell Lebanon,36.22087347,-86.34445623,"1672 West Main St, Lebanon, TN, 37087",1672 West Main St,Lebanon,TN,37087,Wilson,Taco Bell,Food Chains,151917.0,0.0008754780570969674
036466,Taco Bell Nashville,36.16270554,-86.77604333,"131 2nd Avenue North, Nashville, TN, 37201",131 2nd Avenue North,Nashville,TN,37201,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
029046,Taco Bell Ooltewah,35.08375987,-85.06273764,"9210 Lee Hwy, Ooltewah, TN, 37363",9210 Lee Hwy,Ooltewah,TN,37363,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192
004843,Taco Bell Franklin,35.96452438,-86.81155502,"1715 Galleria Blvd, Franklin, TN, 37067",1715 Galleria Blvd,Franklin,TN,37067,Williamson,Taco Bell,Food Chains,255735.0,0.0009345611668328544
031540,Taco Bell Powell,36.05268571,-83.9909385,"611 East Emory Rd, Powell, TN, 37849",611 East Emory Rd,Powell,TN,37849,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079
035150,Taco Bell Memphis,35.14919543,-89.91500611,"4370 Summer Ave, Memphis, TN, 38122",4370 Summer Ave,Memphis,TN,38122,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
029034,Taco Bell Hixson,35.14058501,-85.24908589,"5439 Highway 153, Hixson, TN, 37343",5439 Highway 153,Hixson,TN,37343,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192
034435,Taco Bell Antioch,36.04838699,-86.65287884,"5315 Hickory Hollow Ln, Antioch, TN, 37013",5315 Hickory Hollow Ln,Antioch,TN,37013,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
029057,Taco Bell Knoxville,36.0004292,-83.77861083,"7211 Strawberry Plains Pike, Knoxville, TN, 37914",7211 Strawberry Plains Pike,Knoxville,TN,37914,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079
032324,Taco Bell Memphis,35.10681425,-89.88462478,"911 Estate Dr, Memphis, TN, 38119",911 Estate Dr,Memphis,TN,38119,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
034361,Taco Bell Murfreesboro,35.8681256,-86.38650111,"1702 Memorial Blvd, Murfreesboro, TN, 37129",1702 Memorial Blvd,Murfreesboro,TN,37129,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654
029010,Taco Bell Chattanooga,35.01929536,-85.32177056,"3151 S Broad St, Chattanooga, TN, 37408",3151 S Broad St,Chattanooga,TN,37408,Hamilton,Taco Bell,Food Chains,369135.0,0.00093732645238192
034698,Taco Bell Memphis,35.09658855,-89.85914473,"1279 Ridgeway Rd, Memphis, TN, 38119",1279 Ridgeway Rd,Memphis,TN,38119,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
020950,Taco Bell Nashville,36.03897089,-86.74397192,"5709 Edmonson Pike, Nashville, TN, 37211",5709 Edmonson Pike,Nashville,TN,37211,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
034364,Taco Bell Gallatin,36.37986973,-86.46447293,"807 Nashville Pike, Gallatin, TN, 37066",807 Nashville Pike,Gallatin,TN,37066,Sumner,Taco Bell,Food Chains,200557.0,0.0007080281416255728
034438,Taco Bell Clarksville,36.62678745,-87.37362451,"1470 Tiny Town Rd, Clarksville, TN, 37042",1470 Tiny Town Rd,Clarksville,TN,37042,Montgomery,Taco Bell,Food Chains,227900.0,0.0007591048705572619
032898,Taco Bell Franklin,35.90460466,-86.87600943,"1710 Columbia Ave, Franklin, TN, 37064",1710 Columbia Ave,Franklin,TN,37064,Williamson,Taco Bell,Food Chains,255735.0,0.0009345611668328544
029014,Taco Bell Knoxville,35.9548603,-83.93603504,"1900 W Cumberland, Knoxville, TN, 37916",1900 W Cumberland,Knoxville,TN,37916,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079
004327,Taco Bell Nashville,36.16930853,-86.68316195,"2384 Lebanon Pike, Nashville, TN, 37214",2384 Lebanon Pike,Nashville,TN,37214,Davidson,Taco Bell,Food Chains,703953.0,0.000869376222560313
020209,Taco Bell Murfreesboro,35.80692028,-86.3980703,"2482 S Church Street, Murfreesboro, TN, 37127",2482 S Church Street,Murfreesboro,TN,37127,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654
034697,Taco Bell Collierville,35.04651984,-89.69154991,"880 W Poplar Ave, Collierville, TN, 38017",880 W Poplar Ave,Collierville,TN,38017,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
035142,Taco Bell Memphis,35.14329698,-90.00492492,"1662 Poplar Avenue, Memphis, TN, 38104",1662 Poplar Avenue,Memphis,TN,38104,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
036778,Taco Bell Clarksville,36.50870181,-87.27546747,"2240 Madison Street, Clarksville, TN, 37043",2240 Madison Street,Clarksville,TN,37043,Montgomery,Taco Bell,Food Chains,227900.0,0.0007591048705572619
035147,Taco Bell Memphis,35.17304695,-89.86888216,"1740 Sycamore View Road, Memphis, TN, 38134",1740 Sycamore View Road,Memphis,TN,38134,Shelby,Taco Bell,Food Chains,924454.0,0.0007680209074761967
019292,Taco Bell Knoxville,36.03309999,-83.86894236,"5322 Millertown Pike, Knoxville, TN, 37924",5322 Millertown Pike,Knoxville,TN,37924,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079
034424,Taco Bell Smyrna,35.99197704,-86.526529,"305 N Lowry St, Smyrna, TN, 37167",305 N Lowry St,Smyrna,TN,37167,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654
034441,Taco Bell Clarksville,36.6245,-87.3191,"1720 Tiny Town Road, Clarksville, TN, 37042",1720 Tiny Town Road,Clarksville,TN,37042,Montgomery,Taco Bell,Food Chains,227900.0,0.0007591048705572619
029069,Taco Bell Knoxville,35.99211511,-83.92087589,"2085 N Broadway St, Knoxville, TN, 37917",2085 N Broadway St,Knoxville,TN,37917,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079
035126,Taco Bell Smyrna,35.97978158,-86.55899158,"565 Sam Ridley Pkwy W, Smyrna, TN, 37167",565 Sam Ridley Pkwy W,Smyrna,TN,37167,Rutherford,Taco Bell,Food Chains,352182.0,0.0008319562044624654
036783,Taco Bell Westmoreland,36.55363513,-86.23635701,"5236 Highway 31e, Westmoreland, TN, 37186",5236 Highway 31e,Westmoreland,TN,37186,Sumner,Taco Bell,Food Chains,200557.0,0.0007080281416255728
022251,Taco Bell Spring Hill,35.77372329,-86.91606984,"4936 Columbia Pike, Spring Hill, TN, 37174",4936 Columbia Pike,Spring Hill,TN,37174,Williamson,Taco Bell,Food Chains,255735.0,0.0009345611668328544
015358,Taco Bell Knoxville,35.92339523,-84.09425244,"421 N Cedar Bluff Road Pilot Travel Center 334, Knoxville, TN, 37923",421 N Cedar Bluff Road Pilot Travel Center 334,Knoxville,TN,37923,Knox,Taco Bell,Food Chains,486677.0,0.0008321741113716079
