Store No.,Name,Latitude,Longitude,Address,Street,City,State,Zip_Code,County,URL,Provider,Category,Status,Direction URL,geometry
7499,Arbys Nashville,36.0841492,-86.6467602,"2350 Murfreesboro Pike, Nashville, TN, 37217",2350 Murfreesboro Pike,Nashville,TN,37217,Davidson,https://locations.arbys.com/tn/nashville/2350-murfreesboro-pike.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2350+Murfreesboro+Pike,+Nashville,+TN,+37217,+USA/",POINT (-86.6467602 36.0841492)
239,Arbys Nashville,36.1900698,-86.7980527,"2044 Rosa L Parks Blvd, Nashville, TN, 37228",2044 Rosa L Parks Blvd,Nashville,TN,37228,Davidson,https://locations.arbys.com/tn/nashville/2044-rosa-l.-parks-blvd..html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2044+Rosa+L+Parks+Blvd,+Nashville,+TN,+37228,+USA/",POINT (-86.7980527 36.1900698)
7804,Arbys Memphis,35.2051853,-89.7955017,"8018 Us Highway 64, Memphis, TN, 38133",8018 Us Highway 64,Memphis,TN,38133,Shelby,https://locations.arbys.com/tn/bartlett/8018-us-highway-64.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/8018+Us+Highway+64,+Memphis,+TN,+38133,+USA/",POINT (-89.7955017 35.2051853)
692,Arbys Pigeon Forge,35.7823407,-83.5514288,"3652 Parkway, Pigeon Forge, TN, 37863",3652 Parkway,Pigeon Forge,TN,37863,Sevier,https://locations.arbys.com/tn/pigeonforge/3652-parkway.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3652+Parkway,+Pigeon+Forge,+TN,+37863,+USA/",POINT (-83.5514288 35.7823407)
8741,Arbys Millington,35.361948,-89.8900895,"8636 Us Hwy 51 North, Millington, TN, 38053",8636 Us Hwy 51 North,Millington,TN,38053,Shelby,https://locations.arbys.com/tn/millington/8636-us-hwy-51-north.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/8636+Us+Hwy+51+North,+Millington,+TN,+38053,+USA/",POINT (-89.8900895 35.361948)
5861,Arbys La Vergne,35.9993026,-86.5958723,"515 Waldron Rd, La Vergne, TN, 37086",515 Waldron Rd,La Vergne,TN,37086,Rutherford,https://locations.arbys.com/tn/lavergne/515-waldron-rd.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/515+Waldron+Rd,+La+Vergne,+TN,+37086,+USA/",POINT (-86.5958723 35.9993026)
5341,Arbys Springfield,36.500746,-86.8824404,"1303 Memorial Blvd, Springfield, TN, 37172",1303 Memorial Blvd,Springfield,TN,37172,Robertson,https://locations.arbys.com/tn/springfield/1303-memorial-blvd.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1303+Memorial+Blvd,+Springfield,+TN,+37172,+USA/",POINT (-86.8824404 36.500746)
1473,Arbys Memphis,35.137575,-90.0291168,"975 Union Ave, Memphis, TN, 38104",975 Union Ave,Memphis,TN,38104,Shelby,https://locations.arbys.com/tn/memphis/975-union-ave.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/975+Union+Ave,+Memphis,+TN,+38104,+USA/",POINT (-90.0291168 35.137575)
7784,Arbys Columbia,35.6440192,-86.8915281,"1623 Bear Creek Pike, Columbia, TN, 38401",1623 Bear Creek Pike,Columbia,TN,38401,Maury,https://locations.arbys.com/tn/columbia/1623-bear-creek-pike.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1623+Bear+Creek+Pike,+Columbia,+TN,+38401,+USA/",POINT (-86.8915281 35.6440192)
6884,Arbys Kingsport,36.5481667,-82.5182666,"1652 E Stone Dr, Kingsport, TN, 37660",1652 E Stone Dr,Kingsport,TN,37660,Sullivan,https://locations.arbys.com/tn/kingsport/1652-e-stone-dr.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1652+E+Stone+Dr,+Kingsport,+TN,+37660,+USA/",POINT (-82.5182666 36.5481667)
6537,Arbys Smyrna,35.9732173,-86.4946128,"582 Enon Springs Rd E, Smyrna, TN, 37167",582 Enon Springs Rd E,Smyrna,TN,37167,Rutherford,https://locations.arbys.com/tn/smyrna/582-enon-springs-rd-e.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/582+Enon+Springs+Rd+E,+Smyrna,+TN,+37167,+USA/",POINT (-86.4946128 35.9732173)
8146,Arbys Knoxville,35.9453559,-84.1622006,"10816 Hardin Valley Rd, Knoxville, TN, 37932",10816 Hardin Valley Rd,Knoxville,TN,37932,Knox,https://locations.arbys.com/tn/knoxville/10816-hardin-valley-rd.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/10816+Hardin+Valley+Rd,+Knoxville,+TN,+37932,+USA/",POINT (-84.1622006 35.9453559)
759,Arbys Madison,36.194412,-86.7429822,"1779 Gallatin Rd N, Madison, TN, 37115",1779 Gallatin Rd N,Madison,TN,37115,Davidson,https://locations.arbys.com/tn/madison/1779-gallatin-rd-n.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1779+Gallatin+Rd+N,+Madison,+TN,+37115,+USA/",POINT (-86.7429822 36.194412)
992,Arbys Columbia,35.6047592,-87.0658211,"1625 Hatcher Ln, Columbia, TN, 38401",1625 Hatcher Ln,Columbia,TN,38401,Maury,https://locations.arbys.com/tn/columbia/1625-hatcher-ln.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1625+Hatcher+Ln,+Columbia,+TN,+38401,+USA/",POINT (-87.0658211 35.6047592)
7860,Arbys Murfreesboro,35.8623822,-86.4073997,"1270 North West Broad St, Murfreesboro, TN, 37129",1270 North West Broad St,Murfreesboro,TN,37129,Rutherford,https://locations.arbys.com/tn/murfreesboro/1270-north-west-broad-st.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1270+North+West+Broad+St,+Murfreesboro,+TN,+37129,+USA/",POINT (-86.4073997 35.8623822)
8141,Arbys Spring Hill,35.7426536,-86.939749,"1070 Crossing Circle, Spring Hill, TN, 37174",1070 Crossing Circle,Spring Hill,TN,37174,Williamson,https://locations.arbys.com/tn/springhill/1070-crossing-circle.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1070+Crossing+Circle,+Spring+Hill,+TN,+37174,+USA/",POINT (-86.939749 35.7426536)
5958,Arbys Blountville,36.5418783,-82.3323238,"1313 Highway 394, Blountville, TN, 37617",1313 Highway 394,Blountville,TN,37617,Sullivan,https://locations.arbys.com/tn/blountville/1313-highway-394.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1313+Highway+394,+Blountville,+TN,+37617,+USA/",POINT (-82.3323238 36.5418783)
8103,Arbys Knoxville,35.9329599,-84.0202216,"6909 Kingston Pike, Knoxville, TN, 37919",6909 Kingston Pike,Knoxville,TN,37919,Knox,https://locations.arbys.com/tn/knoxville/6909-kingston-pike.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/6909+Kingston+Pike,+Knoxville,+TN,+37919,+USA/",POINT (-84.0202216 35.9329599)
5891,Arbys Lebanon,36.185116,-86.296961,"813 S Cumberland, Lebanon, TN, 37087",813 S Cumberland,Lebanon,TN,37087,Wilson,https://locations.arbys.com/tn/lebanon/813-s-cumberland.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/813+S+Cumberland,+Lebanon,+TN,+37087,+USA/",POINT (-86.296961 36.185116)
989,Arbys Knoxville,35.922509,-84.0926886,"400 N Cedar Bluff Rd, Knoxville, TN, 37923",400 N Cedar Bluff Rd,Knoxville,TN,37923,Knox,https://locations.arbys.com/tn/knoxville/400-n-cedar-bluff-rd.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/400+N+Cedar+Bluff+Rd,+Knoxville,+TN,+37923,+USA/",POINT (-84.0926886 35.922509)
7626,Arbys Smyrna,35.9818849,-86.555194,"489 Sam Ridley Pkwy W, Smyrna, TN, 37167",489 Sam Ridley Pkwy W,Smyrna,TN,37167,Rutherford,https://locations.arbys.com/tn/smyrna/489-sam-ridley-pkwy-w.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/489+Sam+Ridley+Pkwy+W,+Smyrna,+TN,+37167,+USA/",POINT (-86.555194 35.9818849)
1657,Arbys Oak Ridge,36.0087111,-84.2676731,"114 S Illinois Ave, Oak Ridge, TN, 37830",114 S Illinois Ave,Oak Ridge,TN,37830,Anderson,https://locations.arbys.com/tn/oakridge/114-s-illinois-ave.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/114+S+Illinois+Ave,+Oak+Ridge,+TN,+37830,+USA/",POINT (-84.2676731 36.0087111)
8857,Arbys Mosheim,36.2803893,-82.9259597,"10465 Lonesome Pine Trail, Mosheim, TN, 37818",10465 Lonesome Pine Trail,Mosheim,TN,37818,Greene,https://locations.arbys.com/tn/mosheim/10465-lonesome-pine-trail.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/10465+Lonesome+Pine+Trail,+Mosheim,+TN,+37818,+USA/",POINT (-82.9259597 36.2803893)
8155,Arbys Jackson,35.6738677,-88.7802523,"219 Parkstone Pl, Jackson, TN, 38305",219 Parkstone Pl,Jackson,TN,38305,Madison,https://locations.arbys.com/tn/jackson/219-parkstone-pl.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/219+Parkstone+Pl,+Jackson,+TN,+38305,+USA/",POINT (-88.7802523 35.6738677)
6866,Arbys Cookeville,36.139809,-85.5279298,"1073 S Willow Ave, Cookeville, TN, 38501",1073 S Willow Ave,Cookeville,TN,38501,Putnam,https://locations.arbys.com/tn/cookeville/1073-s-willow-ave.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1073+S+Willow+Ave,+Cookeville,+TN,+38501,+USA/",POINT (-85.5279298 36.139809)
6333,Arbys Jackson,35.6816499,-88.8567889,"208 Stonebrook Pl, Jackson, TN, 38305",208 Stonebrook Pl,Jackson,TN,38305,Madison,https://locations.arbys.com/tn/jackson/208-stonebrook-pl.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/208+Stonebrook+Pl,+Jackson,+TN,+38305,+USA/",POINT (-88.8567889 35.6816499)
901,Arbys Chattanooga,35.1281331,-85.2421205,"501 Northgate Mall, Chattanooga, TN, 37415",501 Northgate Mall,Chattanooga,TN,37415,Hamilton,https://locations.arbys.com/tn/chattanooga/501-northgate-mall.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/501+Northgate+Mall,+Chattanooga,+TN,+37415,+USA/",POINT (-85.2421205 35.1281331)
8081,Arbys Murfreesboro,35.8803982,-86.3834041,"2104 Memorial Blvd Ste A, Murfreesboro, TN, 37129",2104 Memorial Blvd Ste A,Murfreesboro,TN,37129,Rutherford,https://locations.arbys.com/tn/murfreesboro/2104-memorial-blvd.-ste-a.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2104+Memorial+Blvd+Ste+A,+Murfreesboro,+TN,+37129,+USA/",POINT (-86.3834041 35.8803982)
1048,Arbys Hendersonville,36.3023242,-86.6291215,"435 W Main St, Hendersonville, TN, 37075",435 W Main St,Hendersonville,TN,37075,Sumner,https://locations.arbys.com/tn/hendersonville/435-w-main-st.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/435+W+Main+St,+Hendersonville,+TN,+37075,+USA/",POINT (-86.6291215 36.3023242)
8169,Arbys Knoxville,36.034158,-83.8695598,"5345 Millertown Pike, Knoxville, TN, 37924",5345 Millertown Pike,Knoxville,TN,37924,Knox,https://locations.arbys.com/tn/knoxville/5345-millertown-pike.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5345+Millertown+Pike,+Knoxville,+TN,+37924,+USA/",POINT (-83.8695598 36.034158)
7796,Arbys Germantown,35.118277,-89.8005834,"2016 Germantown Parkway, Germantown, TN, 38138",2016 Germantown Parkway,Germantown,TN,38138,Shelby,https://locations.arbys.com/tn/germantown/2016-germantown-parkway.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2016+Germantown+Parkway,+Germantown,+TN,+38138,+USA/",POINT (-89.8005834 35.118277)
5607,Arbys Clarksville,36.5394741,-87.36546,"965 N Riverside Dr, Clarksville, TN, 37040",965 N Riverside Dr,Clarksville,TN,37040,Montgomery,https://locations.arbys.com/tn/clarksville/965-n-riverside-dr.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/965+N+Riverside+Dr,+Clarksville,+TN,+37040,+USA/",POINT (-87.36546 36.5394741)
8517,Arbys Sevierville,35.9044365,-83.5819895,"1400 Winfield Dunn Pkwy, Sevierville, TN, 37876",1400 Winfield Dunn Pkwy,Sevierville,TN,37876,Sevier,https://locations.arbys.com/tn/sevierville/1400-winfield-dunn-pkwy.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1400+Winfield+Dunn+Pkwy,+Sevierville,+TN,+37876,+USA/",POINT (-83.5819895 35.9044365)
5415,Arbys Farragut,35.9048492,-84.1427815,"408 Lovell Rd, Farragut, TN, 37934",408 Lovell Rd,Farragut,TN,37934,Knox,https://locations.arbys.com/tn/knoxville/408-lovell-rd.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/408+Lovell+Rd,+Farragut,+TN,+37934,+USA/",POINT (-84.1427815 35.9048492)
1619,Arbys Kingsport,36.4825595,-82.5003588,"4226 Fort Henry Dr, Kingsport, TN, 37663",4226 Fort Henry Dr,Kingsport,TN,37663,Sullivan,https://locations.arbys.com/tn/kingsport/4226-fort-henry-dr.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4226+Fort+Henry+Dr,+Kingsport,+TN,+37663,+USA/",POINT (-82.5003588 36.4825595)
5450,Arbys Mount Juliet,36.1747315,-86.5126226,"245 N Mt Juliet Rd, Mount Juliet, TN, 37122",245 N Mt Juliet Rd,Mount Juliet,TN,37122,Wilson,https://locations.arbys.com/tn/mtjuliet/245-n-mt-juliet-rd.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/245+N+Mt+Juliet+Rd,+Mount+Juliet,+TN,+37122,+USA/",POINT (-86.5126226 36.1747315)
7863,Arbys Nashville,36.0789329,-86.9533998,"7689 Highway 70 South, Nashville, TN, 37221",7689 Highway 70 South,Nashville,TN,37221,Davidson,https://locations.arbys.com/tn/nashville/7689-highway-70-south.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7689+Highway+70+South,+Nashville,+TN,+37221,+USA/",POINT (-86.9533998 36.0789329)
8881,Arbys Bristol,36.5949546,-82.2136072,"2615 W State Street, Bristol, TN, 37620",2615 W State Street,Bristol,TN,37620,Sullivan,https://locations.arbys.com/tn/bristol/2615-w-state-street.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2615+W+State+Street,+Bristol,+TN,+37620,+USA/",POINT (-82.2136072 36.5949546)
6770,Arbys Knoxville,35.9980661,-83.7795914,"7122 Strawberry Plains Pike, Knoxville, TN, 37914",7122 Strawberry Plains Pike,Knoxville,TN,37914,Knox,https://locations.arbys.com/tn/knoxville/7122-strawberry-plains-pike.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7122+Strawberry+Plains+Pike,+Knoxville,+TN,+37914,+USA/",POINT (-83.7795914 35.9980661)
1675,Arbys Cookeville,36.1491456,-85.5012529,"595 S Jefferson Ave, Cookeville, TN, 38501",595 S Jefferson Ave,Cookeville,TN,38501,Putnam,https://locations.arbys.com/tn/cookeville/595-s-jefferson-ave.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/595+S+Jefferson+Ave,+Cookeville,+TN,+38501,+USA/",POINT (-85.5012529 36.1491456)
5719,Arbys Johnson City,36.3550254,-82.3830078,"2707 N Roan St, Johnson City, TN, 37601",2707 N Roan St,Johnson City,TN,37601,Washington,https://locations.arbys.com/tn/johnsoncity/2707-n-roan-st.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2707+N+Roan+St,+Johnson+City,+TN,+37601,+USA/",POINT (-82.3830078 36.3550254)
6356,Arbys Chattanooga,35.0408535,-85.1524127,"7314 Shallowford Rd, Chattanooga, TN, 37421",7314 Shallowford Rd,Chattanooga,TN,37421,Hamilton,https://locations.arbys.com/tn/chattanooga/7314-shallowford-rd.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7314+Shallowford+Rd,+Chattanooga,+TN,+37421,+USA/",POINT (-85.1524127 35.0408535)
567,Arbys Knoxville,35.9478887,-83.9135038,"2819 Chapman Hwy, Knoxville, TN, 37920",2819 Chapman Hwy,Knoxville,TN,37920,Knox,https://locations.arbys.com/tn/knoxville/2819-chapman-hwy.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2819+Chapman+Hwy,+Knoxville,+TN,+37920,+USA/",POINT (-83.9135038 35.9478887)
295,Arbys Cordova,35.1759298,-89.7923842,"1860 N Germantown Pkwy, Cordova, TN, 38016",1860 N Germantown Pkwy,Cordova,TN,38016,Shelby,https://locations.arbys.com/tn/cordova/1860-n-germantown-pkwy.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1860+N+Germantown+Pkwy,+Cordova,+TN,+38016,+USA/",POINT (-89.7923842 35.1759298)
1742,Arbys Nashville,36.1493416,-86.6668929,"2750 Elm Hill Pike, Nashville, TN, 37214",2750 Elm Hill Pike,Nashville,TN,37214,Davidson,https://locations.arbys.com/tn/nashville/2750-elm-hill-pike.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2750+Elm+Hill+Pike,+Nashville,+TN,+37214,+USA/",POINT (-86.6668929 36.1493416)
8173,Arbys Sevierville,35.8427881,-83.5714028,"1304 Parkway, Sevierville, TN, 37862",1304 Parkway,Sevierville,TN,37862,Sevier,https://locations.arbys.com/tn/sevierville/1304-parkway.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1304+Parkway,+Sevierville,+TN,+37862,+USA/",POINT (-83.5714028 35.8427881)
1498,Arbys Knoxville,36.0273405,-83.9282204,"4849 N Broadway, Knoxville, TN, 37918",4849 N Broadway,Knoxville,TN,37918,Knox,https://locations.arbys.com/tn/knoxville/4849-n-broadway.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/4849+N+Broadway,+Knoxville,+TN,+37918,+USA/",POINT (-83.9282204 36.0273405)
5256,Arbys Lebanon,36.2177088,-86.3331406,"1457 W Main, Lebanon, TN, 37087",1457 W Main,Lebanon,TN,37087,Wilson,https://locations.arbys.com/tn/lebanon/1457-w-main.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1457+W+Main,+Lebanon,+TN,+37087,+USA/",POINT (-86.3331406 36.2177088)
1433,Arbys Madison,36.251254,-86.717625,"919 Gallatin Pike S, Madison, TN, 37115",919 Gallatin Pike S,Madison,TN,37115,Davidson,https://locations.arbys.com/tn/madison/919-gallatin-pike-s.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/919+Gallatin+Pike+S,+Madison,+TN,+37115,+USA/",POINT (-86.717625 36.251254)
8171,Arbys Clarksville,36.6262291,-87.3182514,"3920 Trenton Road, Clarksville, TN, 37040",3920 Trenton Road,Clarksville,TN,37040,Montgomery,https://locations.arbys.com/tn/clarksville/3920-trenton-road.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3920+Trenton+Road,+Clarksville,+TN,+37040,+USA/",POINT (-87.3182514 36.6262291)
6938,Arbys Kingsport,36.4858272,-82.5760965,"2306 Sullivan Gardens Pkwy, Kingsport, TN, 37660",2306 Sullivan Gardens Pkwy,Kingsport,TN,37660,Sullivan,https://locations.arbys.com/tn/kingsport/2306-sullivan-gardens-pkwy.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/2306+Sullivan+Gardens+Pkwy,+Kingsport,+TN,+37660,+USA/",POINT (-82.5760965 36.4858272)
5808,Arbys Chattanooga,34.9893029,-85.2112397,"6302 Ringgold Rd, Chattanooga, TN, 37412",6302 Ringgold Rd,Chattanooga,TN,37412,Hamilton,https://locations.arbys.com/tn/eastridge/6302-ringgold-rd.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/6302+Ringgold+Rd,+Chattanooga,+TN,+37412,+USA/",POINT (-85.2112397 34.9893029)
5021,Arbys Jackson,35.6576901,-88.8509405,"601 Old Hickory, Jackson, TN, 38305",601 Old Hickory,Jackson,TN,38305,Madison,https://locations.arbys.com/tn/jackson/601-old-hickory.html,Arbys,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/601+Old+Hickory,+Jackson,+TN,+38305,+USA/",POINT (-88.8509405 35.6576901)
19930566,Natural Foods Market,36.346558,-82.399673,"3211 Peoples St, Johnson City, TN, 37604",3211 Peoples St,Johnson City,TN,37604,Washington,https://artisantropic.com/pages/find-a-store,Artisan Tropic,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/3211+Peoples+St,+Johnson+City,+TN,+37604,+USA/",POINT (-82.399673 36.346558)
19931053,Whole Foods,35.934212,-86.824936,"1566 West MC Ewen Dr, Franklin, TN, 37067",1566 West MC Ewen Dr,Franklin,TN,37067,Williamson,https://artisantropic.com/pages/find-a-store,Artisan Tropic,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/1566+West+MC+Ewen+Dr,+Franklin,+TN,+37067,+USA/",POINT (-86.824936 35.934212)
19930615,Nip-Turnip Truck Nat.Mkt,36.173843,-86.760063,"701 Woodland St, Nashville, TN, 37206",701 Woodland St,Nashville,TN,37206,Davidson,https://artisantropic.com/pages/find-a-store,Artisan Tropic,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/701+Woodland+St,+Nashville,+TN,+37206,+USA/",POINT (-86.760063 36.173843)
19930407,Hendersonville Produce,36.326935,-86.563461,"760 E Main St, Hendersonville, TN, 37075",760 E Main St,Hendersonville,TN,37075,Sumner,https://artisantropic.com/pages/find-a-store,Artisan Tropic,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/760+E+Main+St,+Hendersonville,+TN,+37075,+USA/",POINT (-86.563461 36.326935)
19931284,Whole Foods,35.113422,-89.894066,"5014 Poplar Avenue, Memphis, TN, 38117",5014 Poplar Avenue,Memphis,TN,38117,Shelby,https://artisantropic.com/pages/find-a-store,Artisan Tropic,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/5014+Poplar+Avenue,+Memphis,+TN,+38117,+USA/",POINT (-89.894066 35.113422)
19931376,Whole Foods,35.088802,-89.802124,"7825 Hwy 72, Memphis, TN, 38138",7825 Hwy 72,Memphis,TN,38138,Shelby,https://artisantropic.com/pages/find-a-store,Artisan Tropic,Food Chains,Open,"https://www.google.com/maps/dir/Current+Location/7825+Hwy+72,+Memphis,+TN,+38138,+USA/",POINT (-89.802124 35.088802)
